Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,,page_num
Understanding the evolution of Type-3 clones: An exploratory study,R. K. Saha; C. K. Roy; K. A. Schneider; D. E. Perry,"The University of Texas at Austin, USA",2013 10th Working Conference on Mining Software Repositories (MSR),20131010,2013,,,139,148,"Understanding the evolution of clones is important both for understanding the maintenance implications of clones and building a robust clone management system. To this end, researchers have already conducted a number of studies to analyze the evolution of clones, mostly focusing on Type-1 and Type-2 clones. However, although there are a significant number of Type-3 clones in software systems, we know a little how they actually evolve. In this paper, we perform an exploratory study on the evolution of Type-1, Type-2, and Type-3 clones in six open source software systems written in two different programming languages and compare the result with a previous study to better understand the evolution of Type-3 clones. Our results show that although Type-3 clones are more likely to change inconsistently, the absolute number of consistently changed Type-3 clone classes is higher than that of Type-1 and Type-2. Type-3 clone classes also have a lifespan similar to that of Type-1 and Type-2 clones. In addition, a considerable number of Type-1 and Type-2 clones convert into Type-3 clones during evolution. Therefore, it is important to manage type-3 clones properly to limit their negative impact. However, various automated clone management techniques such as notifying developers about clone changes or linked editing should be chosen carefully due to the inconsistent nature of Type-3 clones.",2160-1852;21601852,Electronic:978-1-4673-2936-1; POD:978-1-4673-2934-7,10.1109/MSR.2013.6624021,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6624021,Type-3 clones;clone evolution;clone genealogy,Cloning;History;Maintenance engineering;Robustness;Software systems;Syntactics,programming languages;public domain software;software maintenance,clone maintenance implications;open source software systems;programming languages;robust clone management system;type-1 clone;type-2 clones;type-3 clone evolution,,4,,28,,,,18-19 May 2013,,IEEE,IEEE Conferences,,9
Using citation influence to predict software defects,W. Hu; K. Wong,"Department of Computing Science, University of Alberta, Edmonton, Canada",2013 10th Working Conference on Mining Software Repositories (MSR),20131010,2013,,,419,428,"The software dependency network reflects structure and the developer contribution network reflects process. Previous studies have used social network properties over these networks to predict whether a software component is defect-prone. However, these studies do not consider the strengths of the dependencies in the networks. In our approach, we use a citation influence topic model to determine dependency strengths among components and developers, analyze weak and strong dependencies separately, and apply social network properties to predict defect-prone components. In experiments on Eclipse and NetBeans, our approach has higher accuracy than prior work.",2160-1852;21601852,Electronic:978-1-4673-2936-1; POD:978-1-4673-2934-7,10.1109/MSR.2013.6624058,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6624058,,Accuracy;Couplings;Predictive models;Social network services;Software;Software measurement,citation analysis;program debugging;program diagnostics;program testing;software fault tolerance,Eclipse;NetBeans;citation influence topic model;defect-prone software component prediction;dependency strengths;developer contribution network;social network properties;software defect prediction;software dependency network,,3,,45,,,,18-19 May 2013,,IEEE,IEEE Conferences,,9
Which work-item updates need your response?,D. Mukherjee; M. Garg,"IBM-Research-India, New Delhi, India",2013 10th Working Conference on Mining Software Repositories (MSR),20131010,2013,,,12,21,"Work-item notifications alert the team collaborating on a work-item about any update to the work-item (e.g., addition of comments, change in status). However, as software professionals get involved with multiple tasks in project(s), they are inundated by too many notifications from the work-item tool. Users are upset that they often miss the notifications that solicit their response in the crowd of mostly useless ones. We investigate the severity of this problem by studying the work-item repositories of two large collaborative projects and conducting a user study with one of the project teams. We find that, on an average, only 1 out of every 5 notifications that are received by the users require a response from them. We propose TWINY - a machine learning based approach to predict whether a notification will prompt any action from its recipient. Such a prediction can help to suitably mark up notifications and to decide whether a notification needs to be sent out immediately or be bundled in a message digest. We conduct empirical studies to evaluate the efficacy of different classification techniques in this setting. We find that incremental learning algorithms are ideally suited, and ensemble methods appear to give the best results in terms of prediction accuracy.",2160-1852;21601852,Electronic:978-1-4673-2936-1; POD:978-1-4673-2934-7,10.1109/MSR.2013.6623998,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6623998,,Adaptation models;Collaboration;Electronic mail;History;Labeling;Software;Training,learning (artificial intelligence);pattern classification;project management;software development management,TWINY;classification techniques;collaborative projects;ensemble methods;incremental learning algorithms;machine learning;project teams;work-item repositories;work-item update,,0,,22,,,,18-19 May 2013,,IEEE,IEEE Conferences,,9
Why so complicated? Simple term filtering and weighting for location-based bug report assignment recommendation,R. Shokripour; J. Anvik; Z. M. Kasirun; S. Zamani,"Faculty of Computer Science & Information Technology, University of Malaya, Kuala Lumpur, Malaysia",2013 10th Working Conference on Mining Software Repositories (MSR),20131010,2013,,,2,11,"Large software development projects receive many bug reports and each of these reports needs to be triaged. An important step in the triage process is the assignment of the report to a developer. Most previous efforts towards improving bug report assignment have focused on using an activity-based approach. We address some of the limitations of activity-based approaches by proposing a two-phased location-based approach where bug report assignment recommendations are based on the predicted location of the bug. The proposed approach utilizes a noun extraction process on several information sources to determine bug location information and a simple term weighting scheme to provide a bug report assignment recommendation. We found that by using a location-based approach, we achieved an accuracy of 89.41% and 59.76% when recommending five developers for the Eclipse and Mozilla projects, respectively.",2160-1852;21601852,Electronic:978-1-4673-2936-1; POD:978-1-4673-2934-7,10.1109/MSR.2013.6623997,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6623997,Bug Report Assignment;File Activity Histories;Mining Software Artifacts;Named Entity Recognition;POS Filtering,Accuracy;Computer bugs;Data mining;Indexes;Logic gates;Noise;Software,information filtering;program debugging;project management;software management,Eclipse project;Mozilla project;activity-based approach;bug location information;bug report assignment recommendations;information sources;location-based bug report assignment recommendation;noun extraction process;term filtering;term weighting scheme;two-phased location-based approach,,29,,30,,,,18-19 May 2013,,IEEE,IEEE Conferences,,9
Will my patch make it? And how fast? Case study on the Linux kernel,Y. Jiang; B. Adams; D. M. German,"MCIS, Polytechnique Montr&#x00E9;al, Canada",2013 10th Working Conference on Mining Software Repositories (MSR),20131010,2013,,,101,110,"The Linux kernel follows an extremely distributed reviewing and integration process supported by 130 developer mailing lists and a hierarchy of dozens of Git repositories for version control. Since not every patch can make it and of those that do, some patches require a lot more reviewing and integration effort than others, developers, reviewers and integrators need support for estimating which patches are worthwhile to spend effort on and which ones do not stand a chance. This paper crosslinks and analyzes eight years of patch reviews from the kernel mailing lists and committed patches from the Git repository to understand which patches are accepted and how long it takes those patches to get to the end user. We found that 33% of the patches makes it into a Linux release, and that most of them need 3 to 6 months for this. Furthermore, that patches developed by more experienced developers are more easily accepted and faster reviewed and integrated. Additionally, reviewing time is impacted by submission time, the number of affected subsystems by the patch and the number of requested reviewers.",2160-1852;21601852,Electronic:978-1-4673-2936-1; POD:978-1-4673-2934-7,10.1109/MSR.2013.6624016,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6624016,,Electronic mail;Guidelines;Joining processes;Kernel;Linux;Measurement,Linux;configuration management,Linux kernel;Linux release;committed patches;developer mailing lists;extremely distributed reviewing process;git repositories;integration process;kernel mailing lists;patch reviews;requested reviewers;submission time;version control,,24,,23,,,,18-19 May 2013,,IEEE,IEEE Conferences,,9
An empirical study of dormant bugs,T. H. Chen; M. Nagappan; E. Shihab; A. E. Hassan,"Queen&#039;s University, Canada",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,82,91,"<p> Over the past decade, several research efforts have studied the quality of software systems by looking at post-release bugs. However, these studies do not account for bugs that remain dormant (i.e., introduced in a version of the software system, but are not found until much later) for years and across many versions. Such dormant bugs skew our under- standing of the software quality. In this paper we study dormant bugs against non-dormant bugs using data from 20 different open-source Apache foundation software systems. We find that 33% of the bugs introduced in a version are not reported till much later (i.e., they are reported in future versions as dormant bugs). Moreover, we find that 18.9% of the reported bugs in a version are not even introduced in that version (i.e., they are dormant bugs from prior versions). In short, the use of reported bugs to judge the quality of a specific version might be misleading. Exploring the fix process for dormant bugs, we find that they are fixed faster (median fix time of 5 days) than non- dormant bugs (median fix time of 8 days), and are fixed by more experienced developers (median commit counts of developers who fix dormant bug is 169% higher). Our results highlight that dormant bugs are different from non-dormant bugs in many perspectives and that future research in software quality should carefully study and consider dormant bugs. </p>",,,10.1145/2597073.2597108,,,Empirical Study;Software Bugs;Software Quality,,,,,11,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
An empirical study of just-in-time defect prediction using cross-project models,T. Fukushima; Y. Kamei; S. McIntosh; K. Yamashita; N. Ubayashi,"Kyushu University, Japan",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,172,181,"<p> Prior research suggests that predicting defect-inducing changes, i.e., Just-In-Time (JIT) defect prediction is a more practical alternative to traditional defect prediction techniques, providing immediate feedback while design decisions are still fresh in the minds of developers. Unfortunately, similar to traditional defect prediction models, JIT models require a large amount of training data, which is not available when projects are in initial development phases. To address this flaw in traditional defect prediction, prior work has proposed cross-project models, i.e., models learned from older projects with sufficient history. However, cross-project models have not yet been explored in the context of JIT prediction. Therefore, in this study, we empirically evaluate the performance of JIT cross-project models. Through a case study on 11 open source projects, we find that in a JIT cross-project context: (1) high performance within-project models rarely perform well; (2) models trained on projects that have similar correlations between predictor and dependent variables often perform well; and (3) ensemble learning techniques that leverage historical data from several other projects (e.g., voting experts) often perform well. Our findings empirically confirm that JIT cross-project models learned using other projects are a viable solution for projects with little historical data. However, JIT cross-project models perform best when the data used to learn them is carefully selected. </p>",,,10.1145/2597073.2597075,,,Empirical study;software quality,,,,,11,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
An industrial case study of automatically identifying performance regression-causes,T. H. D. Nguyen; M. Nagappan; A. E. Hassan; M. Nasser; P. Flora,"Queen&#039;s University, Canada",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,232,241,"<p> Even the addition of a single extra field or control statement in the source code of a large-scale software system can lead to performance regressions. Such regressions can considerably degrade the user experience. Working closely with the members of a performance engineering team, we observe that they face a major challenge in identifying the cause of a performance regression given the large number of performance counters (e.g., memory and CPU usage) that must be analyzed. We propose the mining of a regression-causes repository (where the results of performance tests and causes of past regressions are stored) to assist the performance team in identifying the regression-cause of a newly-identified regression. We evaluate our approach on an open-source system, and a commercial system for which the team is responsible. The results show that our approach can accurately (up to 80% accuracy) identify performance regression-causes using a reasonably small number of historical test runs (sometimes as few as four test runs per regression-cause). </p>",,,10.1145/2597073.2597092,,,Control charts;load testing;performance regression;performance testing,,,,,4,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
Do developers feel emotions? an exploratory analysis of emotions in software artifacts,A. Murgia; P. Tourani; B. Adams; M. Ortu,"University of Antwerp, Belgium",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,262,271,"<p> Software development is a collaborative activity in which developers interact to create and maintain a complex software system. Human collaboration inevitably evokes emotions like joy or sadness, which can affect the collaboration either positively or negatively, yet not much is known about the individual emotions and their role for software development stakeholders. In this study, we analyze whether development artifacts like issue reports carry any emotional information about software development. This is a first step towards verifying the feasibility of an automatic tool for emotion mining in software development artifacts: if humans cannot determine any emotion from a software artifact, neither can a tool. Analysis of the Apache Software Foundation issue tracking system shows that developers do express emotions (in particular gratitude, joy and sadness). However, the more context is provided about an issue report, the more human raters start to doubt and nuance their interpretation of emotions. More investigation is needed before building a fully automatic emotion mining tool. </p>",,,10.1145/2597073.2597086,,,Emotion Mining;Empirical Software Engineer- ing;Issue Report,,,,,21,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
Estimating development effort in Free/Open source software projects by mining software repositories: a case study of OpenStack,G. Robles; J. M. GonzÕçlez-Barahona; C. CervigÕ_n; A. Capiluppi; D. Izquierdo-CortÕçzar,"Universidad Rey Juan Carlos, Spain",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,222,231,"<p> Because of the distributed and collaborative nature of free / open source software (FOSS) projects, the development effort invested in a project is usually unknown, even after the software has been released. However, this information is becoming of major interest, especially ---but not only--- because of the growth in the number of companies for which FOSS has become relevant for their business strategy. In this paper we present a novel approach to estimate effort by considering data from source code management repositories. We apply our model to the OpenStack project, a FOSS project with more than 1,000 authors, in which several tens of companies cooperate. Based on data from its repositories and together with the input from a survey answered by more than 100 developers, we show that the model offers a simple, but sound way of obtaining software development estimations with bounded margins of error. </p>",,,10.1145/2597073.2597107,,,Effort estimation;free software;mining software repositories;open source,,,,,9,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
Finding patterns in static analysis alerts: improving actionable alert ranking,Q. Hanam; L. Tan; R. Holmes; P. Lam,"University of Waterloo, Canada",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,152,161,"<p> Static analysis (SA) tools that find bugs by inferring programmer beliefs (e.g., FindBugs) are commonplace in today's software industry. While they find a large number of actual defects, they are often plagued by high rates of alerts that a developer would not act on (unactionable alerts) because they are incorrect, do not significantly affect program execution, etc. High rates of unactionable alerts decrease the utility of static analysis tools in practice. </p> <p> We present a method for differentiating actionable and unactionable alerts by finding alerts with similar code patterns. To do so, we create a feature vector based on code characteristics at the site of each SA alert. With these feature vectors, we use machine learning techniques to build an actionable alert prediction model that is able to classify new SA alerts. </p> <p> We evaluate our technique on three subject programs using the FindBugs static analysis tool and the Faultbench benchmark methodology. For a developer inspecting the top 5% of all alerts for three sample projects, our approach is able to identify 57 of 211 actionable alerts, which is 38 more than the FindBugs priority measure. Combined with previous actionable alert identification techniques, our method finds 75 actionable alerts in the top 5%, which is four more actionable alerts (a 6% improvement) than previous actionable alert identification techniques. </p>",,,10.1145/2597073.2597100,,,Static analysis;alert classification;alert patterns;bug detection;machine learning,,,,,4,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
GreenMiner: a hardware based mining software repositories software energy consumption framework,,,Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,12,21,"<p> Green Mining is a field of MSR that studies software energy consumption and relies on software performance data. Unfortunately there is a severe lack of publicly available software power use performance data. This means that green mining researchers must generate this data themselves by writing tests, building multiple revisions of a product, and then running these tests multiple times (10+) for each software revision while measuring power use. Then, they must aggregate these measurements to estimate the energy consumed by the tests for each software revision. This is time consuming and is made more difficult by the constraints of mobile devices and their OSes. In this paper we propose, implement, and demonstrate Green Miner: the first dedicated hardware mining software repositories testbed. The Green Miner physically measures the energy consumption of mobile devices (Android phones) and automates the testing of applications, and the reporting of measurements back to developers and researchers. The Green Miner has already produced valuable results for commercial Android application developers, and has been shown to replicate other power studies' results. </p>",,,10.1145/2597073.2597097,,,Android;Software Change;Software Energy Consumption,,,,,20,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
How does a typical tutorial for mobile development look like?,R. Tiarks; W. Maalej,"University of Hamburg, Germany",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,272,281,"<p> We report on an exploratory study, which aims at understanding how development tutorials are structured, what types of tutorials exist, and how official tutorials differ from tutorials written by development communities. We analyzed over 1.200 tutorials for mobile application development provided by six different sources for the three major platforms: Android, Apple iOS, and Windows Phone. We found that a typical tutorial contains around 2700 words distributed over 4 pages and including a list of instructions with 18 items. Overall, 70% of the tutorials contain source code examples and a similar fraction contain images. On average, one tutorial has 6 images. When analyzing the images, we found that the studied iOS community posted the largest number of images, 14 images per tutorial, on average, from which 74% are plain images, i.e., mainly screenshots without stencils, diagrams, or highlights. In contrast, 36% of the images included in the official tutorials by Apple were diagrams or images with stencils. Community sites seem to follow a similar structure to the official sites but include items and images which are rather underrepresented in the official tutorials. From the analysis of the tutorials content by means of natural language processing combined with manual content analysis, we derived four categories for mobile development tutorials: infrastructure and design, application and services, distribution and maintenance, and development platform. Our categorization can help tutorial writers to better organize and evaluate the content of their tutorials and identify missing tutorials. </p>",,,10.1145/2597073.2597106,,,Data mining;Knowledge sharing;Software documentation,,,,,1,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
Impact analysis of change requests on source code based on interaction and commit histories,M. B. Zanjani; G. Swartzendruber; H. Kagdi,"Wichita State University, USA",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,162,171,"<p> The paper presents an approach to perform impact analysis (IA) of an incoming change request on source code. The approach is based on a combination of interaction (e.g., Mylyn) and commit (e.g., CVS) histories. The source code entities (i.e., files and methods) that were interacted or changed in the resolution of past change requests (e.g., bug fixes) were used. Information retrieval, machine learning, and lightweight source code analysis techniques were employed to form a corpus from these source code entities. Additionally, the corpus was augmented with the textual descriptions of the previously resolved change requests and their associated commit messages. Given a textual description of a change request, this corpus is queried to obtain a ranked list of relevant source code entities that are most likely change prone. Such an approach that combines information from interactions and commits for IA at the change request level was not previously investigated. Furthermore, the approach requires only the entities that were interacted and/or committed in the past, which differs from the previous solutions that require indexing of a complete snapshot (e.g., a release). </p> <p> An empirical study on 3272 interactions and 5093 commits from Mylyn, an open source task management tool, was conducted. The results show that the combined approach outperforms an individual approach based on commits. Moreover, it also outperformed an approach based on indexing a single, complete snapshot of a software system. </p>",,,10.1145/2597073.2597096,,,Impact Analysis;Information Retrieval;Interaction History;Machine Learning,,,,,9,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
Improving the effectiveness of test suite through mining historical data,J. Anderson; S. Salem; H. Do,"Microsoft, USA / North Dakota State University, USA",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,142,151,"<p> Software regression testing is an integral part of most major software projects. As projects grow larger and the number of tests increases, performing regression testing becomes more costly. If software engineers can identify and run tests that are more likely to detect failures during regression testing, they may be able to better manage their regression testing activities. In this paper, to help identify such test cases, we developed techniques that utilizes various types of information in software repositories. To assess our techniques, we conducted an empirical study using an industrial software product, Microsoft Dynamics AX, which contains real faults. Our results show that the proposed techniques can be effective in identifying test cases that are likely to detect failures. </p>",,,10.1145/2597073.2597084,,,Test failure prediction;empirical study;mining software repositories;regression testing,,,,,7,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
Incremental origin analysis of source code files,D. Steidl; B. Hummel; E. Juergens,"CQSE, Germany",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,42,51,"<p> The history of software systems tracked by version control systems is often incomplete because many file movements are not recorded. However, static code analyses that mine the file history, such as change frequency or code churn, produce precise results only if the complete history of a source code file is available. In this paper, we show that up to 38.9% of the files in open source systems have an incomplete history, and we propose an incremental, commit-based approach to reconstruct the history based on clone information and name similarity. With this approach, the history of a file can be reconstructed across repository boundaries and thus provides accurate information for any source code analysis. We evaluate the approach in terms of correctness, completeness, performance, and relevance with a case study among seven open source systems and a developer survey. </p>",,,10.1145/2597073.2597111,,,Clone Detection;Origin Analysis;Software Evolution,,,,,5,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
Mining energy-greedy API usage patterns in Android apps: an empirical study,M. Linares-VÕçsquez; G. Bavota; C. Bernal-CÕçrdenas; R. Oliveto; M. Di Penta; D. Poshyvanyk,"College of William and Mary, USA",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,2,11,"<p> Energy consumption of mobile applications is nowadays a hot topic, given the widespread use of mobile devices. The high demand for features and improved user experience, given the available powerful hardware, tend to increase the apps_Ñé energy consumption. However, excessive energy consumption in mobile apps could also be a consequence of energy greedy hardware, bad programming practices, or particular API usage patterns. We present the largest to date quantitative and qualitative empirical investigation into the categories of API calls and usage patterns that_ÑÓin the context of the Android development framework_ÑÓexhibit particularly high energy consumption profiles. By using a hardware power monitor, we measure energy consumption of method calls when executing typical usage scenarios in 55 mobile apps from different domains. Based on the collected data, we mine and analyze energy-greedy APIs and usage patterns. We zoom in and discuss the cases where either the anomalous energy consumption is unavoidable or where it is due to suboptimal usage or choice of APIs. Finally, we synthesize our findings into actionable knowledge and recipes for developers on how to reduce energy consumption while using certain categories of Android APIs and patterns </p>",,,10.1145/2597073.2597085,,,Empirical Study;Energy consumption;Mobile applications,,,,,40,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
Mining questions about software energy consumption,G. Pinto; F. Castor; Y. D. Liu,"Federal University of Pernambuco, Brazil / SUNY Binghamton, USA",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,22,31,"<p> A growing number of software solutions have been proposed to address application-level energy consumption problems in the last few years. However, little is known about how much software developers are concerned about energy consumption, what aspects of energy consumption they consider important, and what solutions they have in mind for improving energy efficiency. In this paper we present the first empirical study on understanding the views of application programmers on software energy consumption problems. Using StackOverflow as our primary data source, we analyze a carefully curated sample of more than 300 questions and 550 answers from more than 800 users. With this data, we observed a number of interesting findings. Our study shows that practitioners are aware of the energy consumption problems: the questions they ask are not only diverse -- we found 5 main themes of questions -- but also often more interesting and challenging when compared to the control question set. Even though energy consumption-related questions are popular when considering a number of different popularity measures, the same cannot be said about the quality of their answers. In addition, we observed that some of these answers are often flawed or vague. We contrast the advice provided by these answers with the state-of-the-art research on energy consumption. Our summary of software energy consumption problems may help researchers focus on what matters the most to software developers and end users. </p>",,,10.1145/2597073.2597110,,,Practitioners;Q&A;Software Energy Consumption,,,,,31,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
Mining questions asked by web developers,K. Bajaj; K. Pattabiraman; A. Mesbah,"University of British Columbia, Canada",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,112,121,"<p> Modern web applications consist of a significant amount of client- side code, written in JavaScript, HTML, and CSS. In this paper, we present a study of common challenges and misconceptions among web developers, by mining related questions asked on Stack Over- flow. We use unsupervised learning to categorize the mined questions and define a ranking algorithm to rank all the Stack Overflow questions based on their importance. We analyze the top 50 questions qualitatively. The results indicate that (1) the overall share of web development related discussions is increasing among developers, (2) browser related discussions are prevalent; however, this share is decreasing with time, (3) form validation and other DOM related discussions have been discussed consistently over time, (4) web related discussions are becoming more prevalent in mobile development, and (5) developers face implementation issues with new HTML5 features such as Canvas. We examine the implications of the results on the development, research, and standardization communities. </p>",,,10.1145/2597073.2597083,,,Stack Overflow;Text Mining;Topic Modeling;Web Developers,,,,,11,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
Mining StackOverflow to turn the IDE into a self-confident programming prompter,L. Ponzanelli; G. Bavota; M. Di Penta; R. Oliveto; M. Lanza,"University of Lugano, Switzerland",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,102,111,"<p> Developers often require knowledge beyond the one they possess, which often boils down to consulting sources of information like Application Programming Interfaces (API) documentation, forums, Q&A websites, etc. Knowing what to search for and how is non- trivial, and developers spend time and energy to formulate their problems as queries and to peruse and process the results. We propose a novel approach that, given a context in the IDE, automatically retrieves pertinent discussions from Stack Overflow, evaluates their relevance, and, if a given confidence threshold is surpassed, notifies the developer about the available help. We have implemented our approach in Prompter, an Eclipse plug-in. Prompter has been evaluated through two studies. The first was aimed at evaluating the devised ranking model, while the second was conducted to evaluate the usefulness of Prompter. </p>",,,10.1145/2597073.2597077,,,Developers Support;Empirical Studies;Recommender Systems,,,,,31,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
Modern code reviews in open-source projects: which problems do they fix?,M. Beller; A. Bacchelli; A. Zaidman; E. Juergens,"Delft University of Technology, Netherlands",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,202,211,"<p> Code review is the manual assessment of source code by humans, mainly intended to identify defects and quality problems. Modern Code Review (MCR), a lightweight variant of the code inspections investigated since the 1970s, prevails today both in industry and open-source software (OSS) systems. The objective of this paper is to increase our understanding of the practical benefits that the MCR process produces on reviewed source code. To that end, we empirically explore the problems fixed through MCR in OSS systems. We manually classified over 1,400 changes taking place in reviewed code from two OSS projects into a validated categorization scheme. Surprisingly, results show that the types of changes due to the MCR process in OSS are strikingly similar to those in the industry and academic systems from literature, featuring the similar 75:25 ratio of maintainability-related to functional problems. We also reveal that 7_Ñ_35% of review comments are discarded and that 10_Ñ_22% of the changes are not triggered by an explicit review comment. Patterns emerged in the review data; we investigated them revealing the technical factors that influence the number of changes due to the MCR process. We found that bug-fixing tasks lead to fewer changes and tasks with more altered files and a higher code churn have more changes. Contrary to intuition, the person of the reviewer had no impact on the number of changes. </p>",,,10.1145/2597073.2597082,,,Code Review;Defects;Open Source Software,,,,,24,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
MUX: algorithm selection for software model checkers,V. Tulsian; A. Kanade; R. Kumar; A. Lal; A. V. Nori,"Indian Institute of Science, India",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,132,141,"<p> With the growing complexity of modern day software, software model checking has become a critical technology for ensuring correctness of software. As is true with any promising technology, there are a number of tools for software model checking. However, their respective performance trade-offs are difficult to characterize accurately _Ñ_ making it difficult for practitioners to select a suitable tool for the task at hand. This paper proposes a technique called MUX that addresses the problem of selecting the most suitable software model checker for a given input instance. MUX performs machine learning on a repository of software verification instances. The algorithm selector, synthesized through machine learning, uses structural features from an input instance, comprising a program-property pair, at runtime and determines which tool to use. </p> <p> We have implemented MUX for Windows device drivers and evaluated it on a number of drivers and model checkers. Our results are promising in that the algorithm selector not only avoids a significant number of timeouts but also improves the total runtime by a large margin, compared to any individual model checker. It also outperforms a portfolio-based algorithm selector being used in Microsoft at present. Besides, MUX identifies structural features of programs that are key factors in determining performance of model checkers. </p>",,,10.1145/2597073.2597080,,,Algorithm selection;machine learning;software model checking,,,,,,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
Oops! where did that code snippet come from?,L. Guo; J. Lawall; G. Muller,"INRIA, France / LIP6, France / Sorbonne, France / UPMC, France",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,52,61,"<p> A kernel oops is an error report that logs the status of the Linux kernel at the time of a crash. Such a report can provide valuable first-hand information for a Linux kernel maintainer to conduct postmortem debugging. Recently, a repository has been created that systematically collects kernel oopses from Linux users. However, debugging based on only the information in a kernel oops is difficult. We consider the initial problem of finding the offending line, i.e., the line of source code that incurs the crash. For this, we propose a novel algorithm based on approximate sequence matching, as used in bioinformatics, to automatically pinpoint the offending line based on information about nearby machine-code instructions, as found in a kernel oops. Our algorithm achieves 92% accuracy compared to 26% for the traditional approach of using only the oops instruction pointer. </p>",,,10.1145/2597073.2597094,,,Linux kernel;debugging;oops;sequence alignment,,,,,2,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
Prediction and ranking of co-change candidates for clones,M. Mondal; C. K. Roy; K. A. Schneider,"University of Saskatchewan, Canada",Proceedings of the 11th Working Conference on Mining Software Repositories,20160129,2014,,,32,41,"<p> Code clones are identical or similar code fragments scattered in a code-base. A group of code fragments that are similar to one another form a clone group. Clones in a particular group often need to be changed together (i.e., co-changed) consistently. However, all clones in a group might not require consistent changes, because some clone fragments might evolve independently. Thus, while changing a particular clone fragment, it is important for a programmer to know which other clone fragments in the same group should be consistently co-changed with that particular clone fragment. </p> <p> In this research work, we empirically investigate whether we can automatically predict and rank these other clone fragments (i.e., the co-change candidates) from a clone group while making changes to a particular clone fragment in this group. For prediction and ranking we automatically retrieve and infer evolutionary coupling among clones by mining the past clone evolution history. Our experimental result on six subject systems written in two different programming languages (C, and Java) considering both exact and near-miss clones implies that we can automatically predict and rank co-change candidates for clones by analyzing evolutionary coupling. Our ranking mechanism can help programmers pinpoint the likely co-change candidates while changing a particular clone fragment and thus, can help us to better manage software clones. </p>",,,10.1145/2597073.2597104,,,Co-change Candidates;Co-change Frequency;Co-change Recency;Code Clones;Evolutionary Coupling;Ranking,,,,,4,,,,,,May 31 2014-June 1 2014,,ACM,ACM Conferences,,9
